Payout Date (出金日),Payout ID (出金ID),Amount (出金額 USD),Status (ステータス),Bank Reference (銀行振込参照番号)
2025-07-14T23:22:47.000Z,6978344409,277.63,SUCCEEDED,
2025-07-07T23:13:57.000Z,6966008937,333.55,SUCCEEDED,
2025-07-03T23:12:43.000Z,6960410625,1054.6,SUCCEEDED,
2025-07-02T23:20:02.000Z,6958683441,244.87,SUCCEEDED,
2025-06-30T23:23:01.000Z,6954552609,249.62,SUCCEEDED,
2025-06-28T23:32:10.000Z,6951135009,504.94,SUCCEEDED,
2025-06-19T23:22:29.000Z,6937180017,178.5,SUCCEEDED,
2025-06-18T23:23:47.000Z,6935614905,555.26,SUCCEEDED,
2025-06-17T23:30:13.000Z,6934222353,8.72,SUCCEEDED,
2025-06-16T23:19:02.000Z,6932505705,650.53,SUCCEEDED,
2025-06-14T23:16:17.000Z,6929471889,545.97,SUCCEEDED,
2025-06-13T23:18:47.000Z,6928086945,128.1,SUCCEEDED,
2025-06-12T23:24:24.000Z,6926781825,140.04,SUCCEEDED,
2025-06-09T23:22:13.000Z,6921993009,317.01,SUCCEEDED,
2025-06-02T23:18:38.000Z,6911071593,207.76,SUCCEEDED,
2025-06-01T23:29:32.000Z,6909551577,345.75,SUCCEEDED,
2025-05-30T23:30:12.000Z,6906763569,199.7,SUCCEEDED,
2025-05-29T23:26:37.000Z,6905189625,155.96,SUCCEEDED,
2025-05-28T23:21:42.000Z,6903850209,586.3,SUCCEEDED,
2025-05-24T23:17:31.000Z,6897937833,487.54,SUCCEEDED,
2025-05-19T23:20:51.000Z,6890761977,226.69,SUCCEEDED,
2025-05-17T23:22:22.000Z,6887810097,161.74,SUCCEEDED,
2025-05-16T23:24:07.000Z,6886486881,284.57,SUCCEEDED,
2025-05-13T23:24:33.000Z,6882319233,462.29,SUCCEEDED,
2025-04-24T23:29:00.000Z,6854250441,269.36,SUCCEEDED,
2025-04-05T23:22:12.000Z,6827013897,126.92,SUCCEEDED,
2025-03-25T23:40:19.000Z,6810944769,369.49,SUCCEEDED,
